Id,Net_demand
373,34504.67959867109
374,29881.90240733178
375,37612.19167184387
376,41624.653367998144
377,41328.12556421743
378,40602.68374939641
379,37662.09121905369
380,33407.88649015175
381,28450.86849377914
382,34319.17144267514
383,37323.95253318377
384,36048.80830108103
385,37536.656410296324
386,37441.74427680992
387,34702.11258152783
388,29889.549182456205
389,37460.89007618153
390,40017.86163363466
391,38623.059169485365
392,38050.07501573964
393,35914.403184646566
394,34655.948811180664
395,37096.39053705849
