Date,Wind_power_pred,Wind_power_actual
2023-04-01,9681.789,11533.3541666667
2023-04-02,10292.517,7386.5
2023-04-03,7605.718,5590.1875
2023-04-04,7782.106,4593.875
2023-04-05,7348.7046,1639.375
2023-04-06,5398.7163,3452.47916666667
2023-04-07,6296.4814,2145.35416666667
2023-04-08,4541.5107,2557.77083333333
2023-04-09,4498.5093,2167.58333333333
2023-04-10,3623.675,6144.4375
2023-04-11,6069.225,6646.70833333333
2023-04-12,5806.135,11071.5416666667
2023-04-13,7849.3223,8145.3125
2023-04-14,6988.5264,5802.16666666667
2023-04-15,6387.2637,6853.83333333333
2023-04-16,6773.409,4061.16666666667
2023-04-17,6157.1753,4176.04166666667
2023-04-18,5744.8223,6066.0625
2023-04-19,6480.559,5247.8125
2023-04-20,6087.375,5552.35416666667
2023-04-21,5949.8496,2482.04166666667
2023-04-22,4507.4614,4804.625
2023-04-23,5397.1587,8413.45833333333
2023-04-24,7281.5396,5661.85416666667
2023-04-25,5918.672,2315.25
2023-04-26,4556.271,1631.97916666667
2023-04-27,3931.6882,1735.89583333333
2023-04-28,3896.2031,4292.5625
2023-04-29,5334.423,1712.35416666667
2023-04-30,4009.1616,2668.375
2023-05-01,3832.277,3116.33333333333
2023-05-02,3865.454,3195.77083333333
2023-05-03,3853.084,5856.6875
2023-05-04,5882.052,5853.41666666667
2023-05-05,6011.579,2470.5
2023-05-06,3844.6428,1457.1875
2023-05-07,3210.5483,1759.375
2023-05-08,3755.7598,1871.47916666667
2023-05-09,3078.468,4270.60416666667
2023-05-10,4405.7715,5611.8125
2023-05-11,5189.748,2268.3125
2023-05-12,3771.3135,3314.27083333333
2023-05-13,4086.705,4796.5
2023-05-14,4522.935,3290.75
2023-05-15,4218.221,4843.66666666667
2023-05-16,4352.6694,7328.66666666667
2023-05-17,6773.6084,6278.85416666667
2023-05-18,5986.268,4845.22916666667
2023-05-19,4860.099,5030.97916666667
2023-05-20,4664.9253,5850.10416666667
2023-05-21,6298.1523,4141.08333333333
2023-05-22,5043.0234,2924.54166666667
2023-05-23,4112.683,5887.27083333333
2023-05-24,6572.93,5630.6875
2023-05-25,5746.127,7095.39583333333
2023-05-26,6676.316,5793.16666666667
2023-05-27,5810.816,4284.60416666667
2023-05-28,5096.037,4281.04166666667
2023-05-29,4700.4355,7547.70833333333
2023-05-30,7346.2563,7689.9375
2023-05-31,6587.785,6624.16666666667
2023-06-01,6534.5415,5458.27083333333
2023-06-02,5924.261,5741.5
2023-06-03,6245.158,4626.83333333333
2023-06-04,5652.017,4720.6875
2023-06-05,5959.219,4518.79166666667
2023-06-06,5961.2944,3985.16666666667
2023-06-07,5084.542,4039.45833333333
2023-06-08,4841.0312,3982.14583333333
2023-06-09,4751.3003,3549.5
2023-06-10,4457.06,2023.77083333333
2023-06-11,2753.5364,1716.16666666667
2023-06-12,2682.3555,1597.3125
2023-06-13,2903.3647,2969.75
2023-06-14,3909.1274,2718.08333333333
2023-06-15,3533.3076,2178.6875
2023-06-16,3353.3613,1272.33333333333
2023-06-17,2356.4004,1182.3125
2023-06-18,2372.7534,2811.4375
2023-06-19,4131.3955,1871.97916666667
2023-06-20,2302.0618,2913.04166666667
2023-06-21,3448.36,1263.8125
2023-06-22,2166.9153,3748.35416666667
2023-06-23,3584.1865,2028.41666666667
2023-06-24,2520.2427,2093.875
2023-06-25,2474.6675,2994.04166666667
2023-06-26,3453.1384,4127.4375
2023-06-27,3848.9602,2198.9375
2023-06-28,3019.8855,1603.85416666667
2023-06-29,2411.12,1992.16666666667
2023-06-30,2655.3252,3824.125
2023-07-01,3425.4724,7958.0625
2023-07-02,6197.692,4511.33333333333
2023-07-03,4499.3755,4959.27083333333
2023-07-04,4886.8457,3998.02083333333
2023-07-05,4047.14,6916.25
2023-07-06,6000.0337,1054.66666666667
2023-07-07,2637.7827,3249.6875
2023-07-08,4764.596,2455.83333333333
2023-07-09,3481.3247,1985.70833333333
2023-07-10,2544.982,1620.79166666667
2023-07-11,2519.2537,3299.22916666667
2023-07-12,4193.96,4041.60416666667
2023-07-13,3780.0205,2614.29166666667
2023-07-14,3512.8528,4945.10416666667
2023-07-15,4845.42,7544.83333333333
2023-07-16,6412.16,5127.39583333333
2023-07-17,4653.5566,2459.16666666667
2023-07-18,3578.6477,2078.14583333333
2023-07-19,3332.38,4000.64583333333
2023-07-20,4192.257,1651.54166666667
2023-07-21,2630.5713,2757.875
2023-07-22,4046.2163,3742.08333333333
2023-07-23,3865.0667,7099.39583333333
2023-07-24,5621.2383,5090.64583333333
2023-07-25,4570.9434,4509.79166666667
2023-07-26,4494.5273,2663.39583333333
2023-07-27,3739.0933,6617.35416666667
2023-07-28,6412.442,3553.47916666667
2023-07-29,4711.425,4259.39583333333
2023-07-30,4981.6895,5525.16666666667
2023-07-31,4852.656,9077.83333333333
2023-08-01,7104.828,8921.66666666667
2023-08-02,6713.7827,13266.7708333333
2023-08-03,9218.728,8614.29166666667
2023-08-04,6526.3193,3640.52083333333
2023-08-05,5213.4443,8045.04166666667
2023-08-06,7950.745,10382.2083333333
2023-08-07,7632.1504,2883.47916666667
2023-08-08,5069.633,2268.77083333333
2023-08-09,4489.893,1731.60416666667
2023-08-10,3619.7444,2064.8125
2023-08-11,3084.2822,1834.91666666667
2023-08-12,3281.3894,2484.3125
2023-08-13,4227.0566,1607.08333333333
2023-08-14,3257.9004,2590.1875
2023-08-15,4359.7764,1335.10416666667
2023-08-16,2768.7432,1592.39583333333
2023-08-17,3133.2676,1933.54166666667
2023-08-18,2641.0068,2216.47916666667
2023-08-19,4115.2827,2479.39583333333
2023-08-20,3765.3518,1384.0625
2023-08-21,2268.089,1463.41666666667
2023-08-22,2378.2676,1468.875
2023-08-23,2362.6294,1697.16666666667
2023-08-24,2460.145,4199.3125
2023-08-25,4321.3745,3929.3125
2023-08-26,3939.9214,2889.08333333333
2023-08-27,3418.8728,3758.1875
2023-08-28,3645.594,3311.875
2023-08-29,3718.8093,2240.875
2023-08-30,3272.059,3659.375
2023-08-31,3895.9285,3784.97916666667
2023-09-01,4071.3867,3448.83333333333
2023-09-02,4118.83,2148.3125
2023-09-03,3510.2153,3703.39583333333
2023-09-04,4203.9907,5799.89583333333
2023-09-05,4912.0405,3773.3125
2023-09-06,4376.8687,2126.10416666667
2023-09-07,2854.363,1809.72916666667
2023-09-08,2687.6777,1306.10416666667
2023-09-09,2741.7234,1771.52083333333
2023-09-10,3006.9673,2411.14583333333
2023-09-11,3911.4194,1681.16666666667
2023-09-12,2576.0376,1376.66666666667
2023-09-13,2604.1653,1456.22916666667
2023-09-14,2513.623,1147.77083333333
2023-09-15,2331.9854,2725.08333333333
2023-09-16,3541.9648,3082.5
2023-09-17,3724.9924,3191.45833333333
2023-09-18,3615.9343,7282.54166666667
2023-09-19,5849.8237,6217.1875
2023-09-20,5980.801,7914.14583333333
2023-09-21,7233.4233,6266.35416666667
2023-09-22,6277.8774,6437.4375
2023-09-23,6427.1953,2704.8125
2023-09-24,5124.819,3606.41666666667
2023-09-25,5264.478,2092.35416666667
2023-09-26,3503.2297,1666.02083333333
2023-09-27,4156.492,2993.27083333333
2023-09-28,4900.6743,2688.5625
2023-09-29,4454.9106,5658.64583333333
2023-09-30,6293.2915,1093.6875
